,37,39,41,59,63,67,75,90,91,99,106,107,116,119,124,129,137,139
397,euen,euen,euen,zuen,zuen,zuen,zuen,zuten,zuten,"zien,zuten",zuten,zuten,zuten,zuten,zuten,zuten,zien,zien
398,zituen,zituan,zituan,zituen,zituen,zituen,zituen,zituen,zituen,zituen,zituen,zituen,zitien,zitien,zitien,zituen,zutien,zutien
399,ninduen,ninduen,nauen,ninduen,ninduen,ninduen,"zuen,zien","nauen,NNN",NNN,"N,nindue",ninduen,ninduen,nindien,nindien,nindien,ninduen,nundien,nundien
400,nauzu,ninduzun,ninduzun,ninduzun,"ninduzun,NNN",ninduzun,"zuten,znuen","nauzun,NNN",NNN,nintzazun,,nintuzun,ninduzun,ninduzun,ninduzun,nauzu,ninduzun,ninduzun
401,ninduen,ninduen,ninduen,ninduen,"ninduen,NNN",ninduen,NNN,"nauten,NNN",NNN,N,nintuzten,ninduzten,ninduten,"nauten,ninduten",ninduten,"nauten,ninduten",nundien,nundien
402,baleu,"badeu,baleu",baleu,"baluke,balu",balu,balu,balu,"bazuen,balu",bazuen,balu,balu,balu,balu,balu,balu,balu,balu,balu
403,baleue,"badeue,baleue",baleue,balueke,balueke,balue,balue,bazuten,bazuten,"balie,balute",balute,balute,balute,balute,balute,balute,"bazien,balie",balie
404,balitu,balitu,balitu,"balituke,balitu",balituke,balitu,balitu,bazituen,bazituen,balitu,balite,balitu,balitu,balitu,balitu,balitu,"balitu,bazutien",balitu
405,lituke,lituke,lituke,lituke,lituke,lituke,luzke,zituen,zituen,,"lituzke,luzke",luzke,luzke,luzke,luzke,luzke,,lituke
406,daiten,deikaten,daian,,dezadan,dezadan,dezadan,dezadan,dezadan,dezadan,dezadan,dezadan,dezadan,dezadan,dezadan,dezadan,dezadan,"dezadan,-tez"
407,,daien,daien,dezan,dezan,dezan,dezan,dezan,dezan,dezan,dezan,dezan,dezan,dezan,dezan,dezan,dezan,dezan
408,daizan,daizan,daizan,"dezan,ditzan",ditzan,ditzan,dituen,"dezan,dezaten","dezan,ditzan",dizkien,ditzan,ditzan,ditzan,ditzan,ditzan,ditzan,ditzan,ditzan
409,naien,naien,deien,nazan,nazan,nazan,"nazan,dezan",naien,nazan,nintzan,nazan,nazan,nazan,nazan,nazan,nazan,nazan,nazan
410,daidan,"-tea,nezan",,-tea,"dezatan,nezan","-tea,nezan",-tea,"dezatan,nezan",,nezan,dezadan,-tea,nezan,nezan,nezan,nezan,nezan,nezan
411,daien,,daien,dezan,zezan,"-tzeko,zezan",-tzeko,"-tzeko,zezan",zezan,zezan,"dezan,zezan",,zezan,zezan,zezan,zezan,lezan,lezan
412,daizan,,daizan,zitzan,zitzan,zitzan,-tzeko,,zitzan,zitzan,"dezadan,zezan,zitzan","-tzeko,zitzan",zitzan,zitzan,zitzan,zitzan,litzan,litzan
413,naien,-tzeko,-tzeko,-tzeko,-tzeko,-tzeko,"zezaten,dezaten,dezan,nezan",-tzeko,-tzeko,nezan,nezan,-tzeko,nindezan,"nezan,nindezan","nezan,nindezan",nezan,nintzan,"lizadan,nintzan"
414,leike,leike,leike,"leike,dezake",lezake,lezake,dezake,"dezake,ahal du",ahal du,daike,"ahal du,dezake",dezake,"ahal du,dezake","lezake,ahal du","ahal luke,lezake",ahal du,"ahal du,ahal lio","ahal du,lio"
415,eikean,leikien,eikean,ahal zuen,zezakeen,zezakeen,zezakeen,"zezakeen,ahal zuen",ahal zuen,zeikean,lezaken,"ahal zuen,zezakeen",zezakeen,"lezake,zezakeen",ahal zuen,,ahal zukeen,ahal zuen
416,egizu,egizu,egizu,ezazu,ezazu,ezazu,ezazu,ezazu,ezazu,ezazu,ezazu,ezazu,ezazu,ezazu,ezazu,ezazu,ezazu,ezazu
417,egizu,egizuz,egizu,itzazu,itzazu,itzazu,itzazu,itzazu,itzazu,ezkizu,itzazu,itzazu,ezkizu,ezkizu,ezkizu,itzazu,itzazu,itzazu
418,deutsat,deutsat,xat,diot,diot,diot,diot,diot,diot,dakot,diot,diot,dakot,dakot,dakot,dakot,"diot,deiot",diot
419,deutso,deutso,xao,dio,dio,dio,dio,dio,dio,dako,dio,dio,dako,dako,dako,,dio,dio
420,deutso,deutsoz,xao,diozka,dizkio,dizkio,dizkio,"ditio,dio",,dazko,"diozka,dazko","diozka,diozka",,dazko,dazko,,ditio,ditio
421,deutsagu,deutsagu,xagu,diogu,diogu,diogu,diogu,diogu,diogu,dakogu,diogu,diogu,dakogu,dakogu,dakogu,dakogu,dogü,dogü
422,deutsazu,deutsazu,xazu,diozu,diozu,diozu,diozu,diozu,diozu,,diozu,diozu,dakozu,dakozu,dakozu,dakozu,dozü,dozü
423,deutsee,deutsee,xaoe,dioe,dioe,dioe,dioe,diote,diote,dakoe,diote,,dakote,dakote,dakote,dakote,deie,deie
424,deutsu,deutsu,deutsu,dizu,dizu,dizu,dizu,dautzu,dautzu,dautzu,zaitu,dautzu,dautzu,dautzu,dautzu,dautzu,deizu,deizu
425,deustazu,deustazu,deustazu,didazu,didazu,didazu,didazu,dautazu,dautazu,dautazu,"nauzu,dautazu",dautazu,dautazu,dautazu,dautazu,dautazu,deitazüt,deitazüt
426,,deuat,deustat,diat,diat,diat,deuet,daiat,daiat,deuat,daiat,daiat,"diat,daiat",diat,daiat,diat,"daiat,diat","daiat,dikat"
427,deutsee,deutsee,deuste,dioe,die,die,dio,"dio,dioe",dioe,die,,,dakote,,,,,"deie,die"
428,neuntzen,neuntzen,neuntzen,nion,nion,nion,nion,nion,nion,neko,nion,nion,nakon,nakon,nakon,nakon,"neion,nion",nion
429,eutzan,eutzan,eutzan,zion,zion,zion,zion,zion,zion,zekon,zion,zion,zakon,zakon,zakon,zakon,"zion,zeion",zeion
430,eutzan,eutzazan,eutzan,zizkion,zizkion,zizkion,zizkion,zizkion,zition,zazkon,"zion,ziozkan",,zazkon,zazkon,zazkon,zazkon,zeitzon,zeitzon
431,geuntzan,geuntzagun,guntzaun,genion,genion,genion,genion,genion,genion,gindeko,genion,genion,ginakon,ginakon,ginakon,ginakon,geneion,"geneion,ginakon,"
432,zeuntzan,deutzazun,zeuntzan,ziozun,ziozun,ziozun,zinon,zinon,zinon,zinakon,zenion,zenion,zinakon,zinakon,zinakon,zinakon,zeneion,zenion
433,eutzien,eutzien,eutzien,zioen,zien,zien,zioen,zioten,zioten,"zien,zakoten",zioten,zioten,zakoten,zakoten,zakoten,zakoten,zeien,zeien
434,eutzien,eutzien,eutzien,zizkioen,zizkioen,zizkioen,zizkioen,ziozten,ziozten,zazkoten,,ziozkaten,zazkoten,zazkoten,zazkoten,zazkoten,zuten,zeien
435,eutzun,eutzun,eutzun,zizun,zizun,zizun,zizun,zauzun,zauzun,,,zauzun,zauzun,zauzun,zauzun,zauzun,zeizün,zeizün
436,zenidan,heustan,heustan,heian,heiaken,heian,huen,"zaken,zataken",zataken,heian,nauk,hautan,hautan,"nautan,hautan",hauan,hautan,,heitan
437,baleuzkio,baleutzo,baleuzkio,"bazion,balio","bazion,balioke",balio,balo,balio,bazion,balako,balio,"balio,balako",balako,balako,balako,balako,"bazoon,baleio",baleio
438,deion,deion,deion,deion,deion,diezaion,deitzon,deion,deitzon,dazola,"dezon,dezakon",dezon,dezon,"dezon,dezakon","dezakon,dezon",dezakon,dezon,dezon
439,deidan,deidan,deian,deizen,"deian,diezadan",diezadan,deizen,diezadan,diezadan,daztala,dezadan,dezan,dezadan,"dezan,dezadan",dezadan,"nezan,dezadan",dezadan,dezadan
440,eidazu,eidazu,eidazu,eidazu,eidazu,eidazu,nazazu,"datazu,nazazu",datazu,daztazu,nazazu,edazu,dadazu,"nazazu,ezadazu","ezazu,ezadazu",ezazu,ezazut,ezazut
441,doa,doa,doa,dijoa,dijoa,dijoa,doa,doaie,doaie,doaie,"doa,joaiki da,joaten da","doa,johan da",johan da,dua,"doa,ari da","doa,ari da,joaten da",doa,doa
442,zoaze,zoiez,zoaze,zoazte,zoazte,zoazte,zoaze,zoazte,zoazte,faten zadie,"gaki zaizte,zoazte",joan zizte,zoazte,"ari zizte,zoazte","zoazte,ari zizte","ari zizte,zoazte",zoazte,joaten zide
443,doaz,doaz,doaz,dijoazte,dijoazte,dijoazte,doazi,doazi,doazi,faten dira,doazi,johan dira,johan dira,"ai dire,doazi",doazi,doazi,doatza,doatza
444,nindoan,ninoian,noian,nijoan,nijoan,nijoan,nijoan,noaien,nindaien,faten nintzen,"goaki nintzen,nindoan","joaten nintzen,nindoan",joaten nintzen,nindoan,nindoan,"joaten nintzen,nindoan",joaten nintzen,joaten nintzen
445,zijoan,zoien,zoien,zijoan,zijoan,zijoan,zijoan,zoaien,zoaien,faten zen,goaki zen,"johan zen,zoaien",johan zen,zoan,,"zoan,joaten zen",zuan,zoan
446,"doa,tzen yako","doa,tzen deutso","doa,doako",tzen zaio,dijoakio,dijoakio,doaie,tzen dio,,,"doa,zaio,tzen dio,doako",johan zako,johan zako,johan zako,tzen zako,"zako,johan zako",tzen zaio,tzen zo
447,dau,dao,dao,do,"dao,do",dao,dau,dago,dago,dago,"do,da","egoki da,da,dago","da,dago","do,dago","da,do",,"dago,tzen da",da
448,zagoze,"zagoz,zare",zagoze,zaudete,zarete,zaudete,sorie,zagote,"zagote,zarete",zaudie,"zaizte,zaudete",zaizte,"zaudete,zaizte","zaudezte,zaizte",zaizte,zaizte,zia,"zide,egoten zide"
449,dagoz,"daude,dagoz",dagoz,"daude,dagoe",dagoe,daude,dagoe,daude,daude,daude,"dagoz,dagozi",dira,daude,daude,daude,"dira,daude","dagotza,egoten dira",egoten dira
450,nengoen,nengoen,nengoen,nengoen,nengoen,nengoen,nengoen,nindagon,nindagon,nengo,"nintzen,ninton,nindagon","egoki nintzen,nindagon",nindagon,nindagon,nintzen,,"egoten nintzen,nagonintzen",egoten nintzen
451,egoan,egoan,egoan,zegoen,zegoen,zegoen,zegoen,zagoen,zagoen,zegoen,zagoen,"egoki zen,zagoen",zagoen,zagoen,"zagoen,zen",zen,zagoen,zen
452,dator,dator,dator,dator,dator,dator,heldu da,heldu da,heldu da,jiten da,heldu da,"jiten da,heldu da",jiten da,"heldu da,jiten da","heldu da,jina da",heldu da,"jiten da,horra da,jiten ari da,dagün,heldu da","jiten da,horra da"
453,zatoze,zatoz,zatozai,zatozte,zatozte,zatozte,heldu zare,heldu zarete,heldu zarete,jiten zarete,heldu zaizte,heldu zaizte,heldu zaizte,heldu zaizte,heldu zaizte,heldu zaizte,horra zide,horra zide
454,datoz,datoz,datoz,datozte,datoz,datozte,heldu dira,heldu dira,heldu dira,jiten dira,heldu dira,heldu dira,heldu dira,,jiten dira,heldu dira,horra dira,horra dira
455,zatoz,"etorri,etorri zaitez",zatoz,"etorri zaitez,etorri","atoz,etorri zaitez","etorri zaitez,zatoz","atoz,etorri zaitez",zato,zato,"zizte,tzauri",zato,zato,zato,tzauri,tzauri,tzauri,tzauri,tzauri
456,zatoze,etorri zaite,zatozai,"etorri,zatozte","atozte,etorri zaizte","etorri,zatozte",etorri zaiteze,zatozte,atozte,tziauste,zatozte,tziauste,"zatozte,zaurte",zaurte,,zaizte,tziauzte,zaizte
457,datorkio,,datorkio,etortzen zaio,datorkio,datorkio,Heldu dakio,heldu zaio,heldu zaio,,heldu zaio,heldu zako,heldu zako,"heldu zako,etortzen zako",etortzen zako,heldu zako,"horra zaio,etortzen zaio",etortzen zaio
458,dabil,dabil,"dabil,ibiltzen da",dabil,dabil,dabil,dabila,dabila,dabila,ibiltzen da,"ibilki da,dabila,ibiltzen da","ibiltzen du,dabila","dabila,ibilki da","dabila,ibiltzen da","dabila,ibiltzen da","ibiltzen da,dabila","ibiltzen da,dabila",ibiltzen da
459,zabiltze,zabiz,zabiltzai,zabiltzate,zabiltzate,zabiltzate,zabiltze,zabiltzate,zabiltzate,ibiltzen zarete,ibilki zaizte,ibilki zaizte,"zabiltzate,ibilki zaizte",,"zabiltzate,ibiltzen zaizte",,ziauzte,ibiltzen zide
460,dabiltz,dabiltz,dabiltz,dabiltza,dabiltza,dabiltze,dabiltza,dabiltza,dabiltza,ibiltzen dira,dabiltza,"ibilki dira,dabiltza","dabiltza,ibiltzen dira",dabiltza,dabiltza,"ibilki dira,dabiltza",dabiltza,ibiltzen dira
461,nenbilen,nenbilen,nenbilen,nabilen,nenbilen,nenbilen,nabilen,nindabilen,nindabilen,ibiltze nintzen,"ibiltzen nintzen,nindabilan",ibiltzen nintzen,"nindabilan,ibiltzen nintzen",nindabilan,nindabilan,ibiltzen nintzen,nabiltzan,ibiltzen nintzen
462,zebitzen,ebilen,ebilen,zabilen,zebilen,zebilen,zabilen,zabilen,zabilen,,zebilen,"ibilki zen,ibiltzen zen,zebilen",zabilan,zabilan,zabilan,zabilan,zabilan,ibiltzen zen
463,daukat,daukat,daukot,daukat,daukat,"dut,daukat",daukat,"dut,daukat","dut,daukat",daukat,"dut,atxikitzen dut,daukat","dut,daukat","Dut,atxikitzen dut","atxikitzen dut,daukat","daukat,dut","Dut,atxikitzen dut",dut,"Dut,atxikitzen dut"
464,dakar,dakar,dakar,dakarki,dakarki,dakarki,dakarra,dakarra,dakarra,ekartzen du,ekartzen du,ekartzen du,ekartzen du,ekartzen du,ekartzen du,,"horra du,ekartzen du","horra du,ekartzen du"
465,daroat,daroat,daroat,daramakit,daramakit,daramakit,daramat,daramat,daramat,eramaten dut,"eraman dut,daramat,johan dut",johan dut,eramaten dut,eramaten dut,eramaten dut,eramaten dut,eramaten dut,eramaten dut
466,daroa,daroa,daroa,daramaki,daramaki,daramaki,darama,darama,darama,eramaten du,"eraman du,eramaten du,darama,johan du",johan du,"eramaten du,darama",darama,"darama,johan du","emaiten du,johan du",eramaten du,
467,dakit,dakit,dakit,dakit,dakit,dakit,badakit,dakit,dakit,badakit,badakit,badakit,badakit,badakit,badakit,badakit,badakit,badakit
468,daki,daki,daki,daki,daki,daki,badaki,daki,daki,badaki,badaki,badaki,badaki,badaki,badaki,badaki,badaki,badaki
469,dakizue,dakizue,dakizue,dakizue,dakizue,dakizue,dakizie,dakizue,dakizue,dakizie,dakizue,dakizue,dakizue,dakizue,dakizie,dakizie,dakizie,dakizie
470,dakie,dakie,dakie,dakie,dakie,dakie,dakie,dakite,dakite,dakie,dakite,dakite,dakite,dakite,dakite,dakite,dakie,dakie
471,daki,dakiz,daki,dakizki,dakixki,dakizki,dazki,dakizki,dakizki,,dakizka,dazki,dazki,dazki,dazki,dazki,dakitza,daki
472,nenkien,nenkien,nenkien,nenkien,nenkien,nenkien,nakien,nakien,nakien,nakien,nakien,nakien,nakien,nakien,nakien,nakien,nakien,nakien
473,ekien,ekien,ekien,zekien,zekien,zekien,zakien,zakien,zakien,zekien,zakien,zakien,zakien,zakien,zakien,zakien,zakien,zakien
474,baleki,baleki,baleki,"balekike,baleki",balaki,baleki,balaki,bazekien,balaki,balaki,balaki,balaki,balaki,balaki,balaki,balaki,baleki,balaki
475,pl,pl,pl,pl,pl,pl,pl,pl,pl,pl,sing,sing,sing,"sing,pl",sing,pl,sing,sing
476,pl,pl,pl,pl,pl,pl,pl,pl,pl,pl,pl,pl,pl,pl,pl,pl,sing,pl
477,tzen,tzen,tzen,tzen,tzen,tzen,tzen,tzera,tzera,tzera,tzerat,tzerat,tzera,tzera,tzera,tzerat,tzera,tzera
478,abs,abs,abs,abs,abs,abs,abs,abs,"gen,abs","gen,abs",abs,"abs,gen",gen,gen,"abs,gen",gen,gen,gen
479,ekin,ekin,ekin,entzat,az,az,az,az,az,az,az,az,az,az,az,az,az,az
480,SezAO,SezAO,SezOA,"OezA,SOezA",ezSOA,ezOA,ezAO,ezAO,ezAO,ezAO,ezAO,ezOA,ezOA,ezOA,ezAO,ezAO,ezAO,ezOA
481,besterik,baino,besterik,"baino,bakarrik",besterik,bakarrik,"besterik,bakarrik",besterik,besterik,baizik,baizik,baizik,baizik,baizik,baizik,baizik,baizik,baizik
482,Ø,Ø,Ø,al,al,al,Ø,Ø,Ø,a,"ote a,ote,a","ote,Ø,a",a,a,a,a,"a,ote,Ø","a,ote a,ote"
483,ten,ten,ten,ten,ten,ten,ten,ten,ten,ten,ten,ten,ten,ten,"ten,ka",ten,ten,ten
484,eduki,eduki,eduki,"eduki,ukan",eduki,eduki,eduki,ukan,ukan,ukan,ukan,"eduki,ukan",ukan,ukan,ukan,ukan,ukan,ukan
485,egon,egon,egon,"izan,egon",izan,izan,"izan,egon",egon,izan,egon,"izan,egon","egon,izan","egon,izan",egon,"egon,izan","izan,egon",egon,egon
486,ibili,egon,ibili,ari,"ibili,ari","ari,ibili",ari,ari,ari,"ari,jardun",ari,ari,ari,ari,ari,"ari,erauntsi","erauntsi,ari","erauntsi,ari"
487,egon,egon,egon,"jardun,ari",ari,ari,"egon,ari",ari,ari,"ari,egon",ari,ari,ari,ari,ari,,ari,
488,dio,dio,dio,dio,dio,dio,du,dio,dio,du,du,du,du,du,du,du,du,du
489,ukan,ukan,ukan,ukan,ukan,ukan,ukan,ukan,ukan,ukan,"izan,ukan",izan,"ukan,izan",izan,izan,izan,izan,izan
490,dio,dio,dio,dio,dio,dio,dio,dio,,da,du,du,du,du,du,du,du,du
491,dio,dio,dio,dio,dio,dio,du,dio,dio,du,"du,dio",du,du,"du,dio",du,dio,du,du
492,du,du,du,du,du,du,du,dio,dio,du,du,du,du,du,du,,du,du
493,du,du,du,du,du,du,du,du,du,du,du,du,du,du,du,du,du,du
494,besterik,,besterik,da,da,besterik,besterik,da,da,du,"da,du",besterik,du,du,du,du,besterik,besterik
495,du,du,du,besterik,da,besterik,besterik,da,besterik,besterik,besterik,besterik,besterik,besterik,besterik,besterik,besterik,besterik
496,besterik,besterik,du,besterik,besterik,du,besterik,du,du,du,da,du,du,du,du,du,besterik,du
497,du,du,du,du,du,du,du,du,du,du,da,du,du,da,da,da,da,da
498,ekin,,ekin,ekin,ekin,az,ekin,az,az,az,az,az,ak,az,"az,ak",az,,az
499,dio,dio,dio,zaio,zaio,zaio,zaio,zaio,zaio,zaio,"niretzat da,zaio",zaio,"niretzat da,zaio",zaio,zaio,zaio,zaio,zaio
500,dio,dio,dio,dio,dio,dio,du,dio,dio,dio,dio,dio,"dio,du",dio,dio,dio,dio,dio
501,du,du,du,du,du,du,du,du,du,du,du,da,du,du,du,du,da,da
502,du,du,du,du,du,du,du,du,du,du,du,da,du,du,du,du,"da,du",da
503,du,du,du,"joatea baduzu,du",da,da,du,da,da,da,da,da,da,da,da,da,da,da
504,du,du,da,"joatea eduki,du","joatea eduki,da",da,du,da,da,da,da,da,da,da,da,da,da,da
505,dio,dio,dio,dio,dio,dio,dio,dio,dio,dio,du,dio,"du,dio",dio,dio,du,dio,dio
506,eragin,eragin,eragin,erazi,erazi,erazi,erazi,erazi,erazi,erazi,erazi,erazi,erazi,erazi,erazi,erazi,erazi,erazi
507,beti,beti,beti,beti,beti,,,ibilki,ibilki,beti,"ibilki,beti","beti,ibilki","beti,ibilki",ibilki,beti,beti,beti,beti
508,SAL,ALS,SAL,SAL,SAL,SAL,SAL,ALS,SAL,SAL,SAL,"SAL,SLA",SAL,"SAL,SLA","SAL,SLA",SAL,"SAL,SLA",SLA
509,"A egin L,AL",A egin L,A egin L,A egin L,A egin L,A egin L,"AL,A egin L",al,al,al,al,al,al,al,al,al,al,al
510,etorri zatoz,"bazatoz,etorri zatoz",etorri zatoz,etorri zara,bazatoz,bazatoz,etorri zara,etorri zara,etorri zara,etorri zara,etorri zara,etorri zara,etorri zara,etorri zara,etorri zara,etorri zara,etorri zara,etorri zara
511,ikusi ginen,"ikusi ginen,elkar ikusi genuen","ikusi ginen,elkar ikusi genuen","elkar ikusi ginen,elkar ikusi genuen","ikusi ginen,elkar ikusi genuen","ikusi ginen,elkar ikusi genuen","ikusi ginen,elkar ikusi genuen,elkar ikusi ginen","ikusi genuen,elkar ikusi ginen",elkar ikusi ginen,elkar ikusi genuen,"ikusi genuen,elkar ikusi genuen",elkar ikusi genuen,elkar ikusi genuen,elkar ikusi genuen,"ikusi genuen,elkar ikusi genuen",elkar ikusi genuen,elkar ikusi genuen,elkar ikusi genuen
512,ikusiz,ikusiz,ikusita,"ikusten,ikusita,ikusiz","ikusiz,ikusten",ikusiz,"ikusiz,ikusita","ikusiz,ikusten","ikusiz,ikusten","ikusiz,ikusten","ikusiz,ikusten","ikusiz,ikustearekin,ikusten",ikusiz,ikusiz,ikusiz,ikusiz,"ikusten,ikustez","ikustez,ikustearekin"
513,ta,ta,ta,ta,ta,ta,ta,a,a,ik,a,a,a,"a,ik",a,"a,ik","ik,a",ik
514,ta dago,ta dago,ta dago,ta dago,ta dago,a dago,"ta dago,a da",a dago,a dago,"ik dago,a dago",a da,a da,a da,a da,a da,a da,ik da,ik da
515,da,duk,da,da,duk,duk,"duk,da",duk,duk,da,"duk,da",da,da,da,da,da,da,da
516,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da
517,iguala,iguala,iguala,"iguala,berdina",iguala,iguala,iguala,berdina,iguala,iguala,"bera,berdina","bera,bezalakoa,berdina",berdina,berbera,bera,ber gizona,ber gizona,"ber gizona,bera"
518,bera,bera,bera,bera,bera,bera,bera,bera,bera,bera,bera,"bera,hura bera","hura bera,bera",bera,bera,ber gizona,ber gizona,ber gizona
519,baino gehiago,baino gehiago,baino gehiago,baino gehiago,baino gehiago,baino gehiago,baino gehiago,baino gehiago,baino gehiago,baino gehiago,"baino gehiago,goiti",baino gehiago,pasatu,goiti,"baino gehiago,goiti",baino gehiago,baino haboro,baino haboro
520,bere,"beran,bere",bere,bere,bere,bere,bere,bere,bere,bere,bere,bere,haren,"haren,bere",haren,,"haren,bere",haren
521,denik,denik,denik,denik,denik,denik,"dela,denik","dela,denik",dela,dela,dela,dela,dela,dela,dela,dela,dela,"dela,denik"
522,lako,lako,lako,lako,lako,lako,lako,lakotz,lakotz,bait,"bait,zeren-en,zeren-lakotz",lakotz,bait,"lakotz,bait","bait,lakotz","bait,lakotz,lakoan","lakotz,bait","lakotz,kausa,bait,zeren-bait"
523,arren,nahiz eta,ta-ere,"nahiz eta,arren,gatik",nahiz eta,ba-ere,gatik,ba-ere,ta-ere,ba-ere,"ik ere,larik,nahiz eta","nahiz-en,gatik,ik ere","ik ere,nahiz-en,gatik","ik ere,nahiz-en,gatik","ik ere,nahiz-en,gatik,ta-ere","gatik,ik ere",ik ere,"gatik,nahi ala ez,nahiz-en"
524,en artean,en artean,en artean,en artean,en artean,en artean,en artean,en artean,en artean,en artean,naizeno,naizeno,naizeno,naizeno,naizeno,naizeno,naizeno,naizeno
525,ba,ba,ba,"ba,ez gero",baldin ba,ba,"ba,ez gero",ba,baldin ba,ba,"eta,ez geroz,baldin ba","ez geroz,ba,eta","ez geroz,ondoan","eta,baldin ba,ez geroz","eta,ba,ez geroz","eta,ez geroz","ik,ez geroztik","ondoan,ez geroztik"
526,ba-na,ba,ba,"ba,ez gero",baldin ba,ba-na,"baldin ba,baldin ba-na,ba",baldin ba-na,baldin ba-na,ba,baldin ba,"ba,en ber,baldin ba","en ber,en puntutik","baldin ba,en ber",en ber,en ber,en ber,en ber
527,enean,enean,enean,en garaian,"enean,en garaian",enean,enean,elarik,elarik,enean,"elarik,enean","elarik,enean","elarik,enean","eta,enean,elarik",elarik,elarik,enean,"ondoan,elarik,enean"
528,dena,dena,dela,dela,dela,dela,dela,dela,dela,dela,dela,dela,dela,dela,dela,dela,dela,dela
529,dela,dela,dela,dela,dela,dela,dela,"dela,den",dela,"dela,den",den,"dela,den",den,den,den,dela,"dela,den","dela,den"
530,"rik ela,elakoan",tekotan,"rik ela,elakoan",elakoan,elakoan,en ustean,"ustez ela,tzeko amoan,elakoan",ustez en,elakoan,"ustez en,elakoan","ustez en,elakoan","ustez en,elakotz,elakoan","ustez ela,elakoan",ustez en,"teko ustekerian,baizik eta-ela,ela ustekerian","ustez en,elakotz","ustez ela,elako esperantzan","elako esperantzan,ustez en,elakoan,ustekerian ela"
531,badago etxetan,badago etxea,"hainbeste etxe dago,badago etxetan",bada etxea,bada etxea,badago etxea,badago etxea,bada etxea,bada etxea,bada etxe anitz,"bada etxerik,bada etxe anitz","bada etxe franko,bada etxe","bada etxea,bada anitz etxe,bada etxe",bada etxe,"bada etxea,bada etxerik","bada etxea,bada etxerik,bada etxe",bada etxerik,"bada etxe,bada etxerik"
532,den,den,den,den,den,den,den,den,den,den,den,den,den,denetz,denetz,denetz,denetz,denetz
533,-en,-en,-en,ba-en,-ko den,ba-en,-en,-ko den,-en,-en,-ko den,-ko den,-en,-enez,-enez,-ko denez,-ko denez,-enez
534,ko,ko,ko,ko,ko,ko,en,en,en,en,en,"en,ko",en,en,en,en,en,en
535,-enean,-enean,-enean,-en garaian,-en garaian,-enean,-enean,-elarik,-elarik,-enean,-elarik,-elarik,-elarik,-elarik,-elarik,-elarik,"-enean,-elarik",-elarik
536,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
537,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e
538,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i,i
539,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o,o
540,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u
541,u,u,u,u,u,u,u,u,u,u,u,u,u,u,u,ü,ü,ü
542,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
543,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t
544,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k
545,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
546,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d
547,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g,g
548,p,p,p,p,p,p,p,p,p,p,p,p,p,p,"p,ph",p,ph,ph
549,t,t,t,t,t,t,t,t,t,t,t,t,t,t,th,t,th,th
550,k,k,k,k,k,k,k,k,k,k,k,k,k,k,kh,k,kh,kh
551,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m,m
552,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
553,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
554,Ø,Ø,Ø,Ø,Ø,Ø,Ø,Ø,Ø,Ø,Ø,Ø,Ø,h,h,h,h,h
555,j,j,j,j,j,j,j,y,dd,x,y,y,y,y,y,y,Ʒ,Ʒ
556,j,j,j,j,j,j,j,j,j,j,y,y,y,y,y,y,Ʒ,Ʒ
557,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
558,s,z,s,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
559,tx,tx,tx,tx,tx,tx,tx,x,x,tx,x,x,x,x,x,x,tx,tx
560,tz,tx,ts,tx,tx,tx,ts,ts,ts,ts,ts,ts,ts,ts,ts,ts,ts,ts
561,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz
562,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx,tx
563,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l
564,rr,rr,rr,rr,rr,rr,rr,rr,rr,rr,R,R,rr,rr,rr,rr,rr,rr
565,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,Ø,Ø
566,s,s,s,s,z,z,z,z,z,z,z,z,z,z,z,z,z,z
567,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
568,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz
569,tz,tz,tz,ts,ts,ts,ts,ts,ts,ts,ts,ts,ts,ts,ts,ts,ts,ts
