,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
591,uk,uek,uk,uek,uk,uk,uek,uek,uek,uek,uek,uek,uek,uek,uek,uek,uek,uek,uek,uek,uek,uek,uek,uek,uek,uek,uek,uk,uek,uek,uek,uek,uek,uak,uek,uk,uek,uak,uek,uak,uak,uak,uek,uak,uak,uak,uk,uk,uk,uk,uk,uak,ubek,uak,uk,uk,"uk,uuk",uk,uak,uk,uk,uk,uk,uk,uk,uak,uk,uk,uk,uk,uak,uak,uak,ubak,uk,ube,uk,uk,uk,uk,uk,uk,uk,uk,uk,"wek,uek",uak,uk,"uak,uk",uek,wek,wek,uak,wek,uek,wek,wek,iak,wak,"oak,uak",uak,uak,uak,uak,uak,uak,wiak,wiak,"Ʒjak,ujak",iak,ujak,"uajk,wiak",uak,wiak,jak,"uak,iak",uak,iak,jak,iak,oak,"jak,uak",jak,uak,iak,iak,jak,iak,jak,iak,jak,jak,Ʒak,"ik,iak",jak,ik,ik,iak,iak,ik,iak,"ik,iak",ik,ik,"iak,ik"
592,ak,ek,ek,ak,ak,ek,ak,ek,ek,ek,ek,ek,ek,ek,ek,ak,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,"ak,ek",ek,ek,ek,ek,ek,ek,"ak,ek",ek,ek,ek,ek,ek,ek,ek,ek,"ak,ek",ek,ek,ek,ek,"ak,ek",ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ak,"ak,ek",ak,ek,ek,ek,ak,ek,ek,ek,ek,ek,ek,ak,"ak,ek",ak,ek,ek,ek,ak,ek,ek,ek,ek,ek,ek,ak,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek
593,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,nko,ngo,nko,nko,nko,nko,nko,nko,nko,nko,nko,nko
594,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,lt,ld,lt,lt,lt,lt,lt,lt,lt,lt,lt,lt
595,bet,bet,pet,bet,bet,bet,bet,bat,bet,bet,bet,bet,bet,bet,bet,bet,bet,bet,bet,bet,bet,bet,bat,bat,bet,bet,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bet,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bet,bet,bet,bet,bet,bet,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat
596,da,da,de,da,da,da,da,da,de,de,de,de,de,de,de,de,de,de,da,da,da,de,da,da,de,de,de,de,da,,da,da,de,da,da,de,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,de,da,da,da,da,da,da,da,de,da,da,da,de,de,de,da,de,de,"da,de","da,de",da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da
597,bet,bet,bet,bet,bet,bet,bat,"bat,bet",bet,bet,bet,bat,bet,bet,bet,bet,bet,bet,bet,bet,bet,bat,bet,bat,bet,bet,bat,bet,bat,bat,bat,,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,"bat,bet",bat,bat,bat,bat,bat,"bat,bet",bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bet,bet,bet,bet,bet,bet,bat,bat,bat,bat,bat,bet,bat,bat,bat,bat,bet,bat,bat,bet,bet,bat,bet,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat
598,bet,bet,bat,bet,bet,bet,bat,bet,bet,bet,bet,bat,bet,bet,bet,bet,bet,"bat,bet",bet,bet,bet,bat,bat,bat,bet,bet,bat,bat,bat,ba,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,"bet,bat",bat,bat,bat,bat,bat,bet,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bet,bet,bet,bet,bet,bat,bat,bat,bat,bat,bat,bet,bat,bat,bet,bet,bet,bat,bet,bet,bet,bet,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat
599,da,da,de,da,da,de,de,de,de,de,de,"da,de",de,de,de,de,de,de,de,"de,da",de,de,da,da,de,de,da,de,da,,da,da,de,da,da,de,da,da,da,,da,da,da,da,da,da,da,da,da,da,da,da,de,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,de,da,da,da,da,da,da,da,de,da,da,da,de,de,de,da,de,de,de,de,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da,da
600,bet,bet,bet,bet,bet,bet,bet,"bet,bat",bet,bet,bet,bet,bet,bet,bet,bet,bet,bet,bet,bat,bet,bat,bat,bat,bet,bet,bat,bat,bat,bat,bat,bet,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,"bet,bat",bat,bat,bat,bat,bat,bet,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bet,bet,bet,bat,bat,bat,bat,bat,bat,bat,bet,bat,bat,bat,bet,bet,bet,bat,bet,bet,bat,"bat,bet",bat,,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat
601,p,p,p,p,p,p,p,p,p,tb,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,b,b,p,p,p,b,p,tb,p,b,b,"tb,p",tb,b,"b,p",b,b,p,"tb,p",p,p,p,"b,p",p,p,p,p,ttb,p,b,"ttb,tb",tb,p,"p,b",p,p,tb,tb,p,p,p,"b,tb,p",tb,"db,tp",tp,p,p,p,p,p,p,p,p,p,p,p,p,p,"db,p,b",db,p,tp,"db,p",db,p,db,db,tb,db,db,tb,"p,tb",tb,"b,p",p,p,"b,tb",db,b,tb,b,"b,gb",b,tb,b,p,p,"b,p",tb,b,tb,tb,b,b,b,"b,bp",p,"tb,db",b,b,b,"b,p",b,"b,p",b,b,"p,tb",b,b,p,b,p,b,tb,tb
602,t,t,t,t,t,st,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,td,t,t,t,t,d,t,t,d,d,d,t,d,td,t,t,tb,d,d,t,t,d,d,d,d,d,d,td,d,"d,t",d,d,"t,td",d,"t,d",t,d,t,d,t,td,t,t,t,t,t,t,t,t,d,d,td,"td,d d",d,d,d,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,"dd,t",t,d,"dd,t",t,d,d,"d,t",t,d,t,t,"d,t",t,"td,t",t,"td,t",d,"gd,t","td,t","d,t","td,t",t,"d,t","td,t",t,"d,t","d,t",t,d,"d,t","d,t","d,t",d,"d,t",d,d,"td,t",td,td,t,"td,t",t,t,"td,t",t,t,"td,d",t,td,td,td
603,g,k,k,k,k,sg,k,k,k,k,k,k,k,k,kb,k,k,k,k,k,k,k,k,k,k,g,g,k,g,g,g,g,tg,g,tg,tg,k,tg,k,g,g,g,g,g,g,g,g,g,tg,k,g,g,g,tg,g,"g,kg","tg,k",tg,g,g,"tg,g",tg,g,"g,",tg,g,"tg,g","tg,g",g,g,g,g,tg,dg,g,"tg,g",k,g,g,tg,g,g,g,g,g,g,"tg,g","k,g","tg,g",k,"k,g","g,k",dg,dg,"tg,k",dg,"dg,g",g,dg,dg,"tg,g",g,tg,tg,g,g,g,tg,g,k,g,g,g,tg,tg,k,"tg,g",g,"k,g",g,dg,g,g,g,g,g,g,g,tg,g,tg,tg,tg,g,g,tg,k,k,k,,"g,k",g,k,tg,tg
604,p,p,p,p,p,p,p,p,p,p,p,p,p,"kb,p,b",p,p,"kb,p",p,"p,b,kb",p,p,p,p,p,p,p,p,p,p,p,b,"b,gb",p,p,"b,p",p,p,kb,b,p,p,p,"kb,p",p,b,"b,p",b,b,kb,p,p,b,"b,p","b,p",p,"b,p",p,b,b,"b,p",p,"kb,kb","p,kb","p,b",tb,"b,kb",kb,b,"p,b",p,b,b,kb,"b,p","kp,p","b,p","p,b",p,p,p,"p,kb",p,p,p,p,p,b,p,p,p,"b,p",p,gb,gb,"gb,kb",gb,"b,gb",kb,gb,gb,gb,gb,kb,kb,kb,"p,kb",kb,kb,b,kb,gb,"kb,b",b,kb,b,gb,gb,kb,kb,gb,kb,b,b,gb,gb,gb,"b,gb","b,p",b,gb,b,b,b,"b,kb",kb,b,b,kb,"kb,b",kb,kb,"b,p",b,kb,kb
605,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,d,t,d,d,t,d,kd,d,gd,t,t,kd,,d,d,t,d,d,d,d,d,"d,t",kd,t,"d,t","d,kg",d,"kd,kt,t",d,t,t,d,"gd,d",d,td,kd,"gd,t",t,kd,"t,d","kd,t","kd,t",t,t,d,d,kd,gd,d,"t,d,kd",t,"kd,t",t,ttb,t,t,t,t,"gd,kd",t,t,t,"d,gd",t,t,kd,"t,gd","t,kd",d,gd,gd,kd,d,"d,gd","d,kd",t,"d,kd","kt,t",t,t,"t,kd","t,d,kd",t,kd,"t,d","t,kd","gt,d",kd,t,t,"kd,gd",kd,"t,d","t,gd","kd,d","t,d","t,d",t,t,t,t,t,,"gd,d","kd,d",t,"t,kd",t,d,t,t,t,kd,d,kd,t,d,kd,
606,k,k,k,k,k,k,k,"g,kg",k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,g,k,g,,g,g,k,k,g,k,,g,g,g,g,g,g,g,g,g,g,g,kg,k,k,g,g,"kg,g",g,g,k,"g,kg",kg,g,"g,k",kg,g,g,kg,g,g,g,g,g,g,g,kg,"g g,p",g g,g,k,k,g,"g,k",g,g,g,g,g,g,"g,k",k,"g,k","gg,k",k,k,gg,gg,k,"g,k,kg",gg,"k,kg",g,gg,g,g,"kg,k","g,kg,k","g,k","kg,k",kg,kg,k,"kg,g",g,"kg,k","k,g",kg,g,k,"k,g",kg,g,"g,k",g,g,g,g,g,g,g,g,g,g,g,g,kg,k,g,kg,k,g,"kg,k",kg,kg,g,g,g,"g,k"
607,tp,"tp,p",p,p,p,sp,p,p,p,p,p,p,p,"tp,p",p,p,tp,p,p,p,p,tp,p,p,p,tp,p,p,p,p,p,tp,p,p,p,tp,,tp,p,p,p,p,tp,p,p,p,p,p,tp,p,p,p,p,p,p,p,p,p,tp,p,p,tp,p,p,tp,p,p,p,p,p,p,p,tp,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,tp,p,tp,tp,p,tp,tp,tp,tp,p,tp,tp,tp,p,tp,p,tp,p,p,p,tp,p,p,tp,tp,tp,tp,p,p,p,tp,p,p,p,p,p,p,p,p,tp,p,p,tp,"tp,p",p,tp,p,tp,tp,p,"p,tp",tp,tp,p
608,sk,tk,k,k,tk,sk,k,k,k,"k,tk",tk,k,k,k,k,tk,tk,k,k,tk,tk,tk,k,tk,k,tk,tk,k,k,tk,k,tk,tk,k,k,tk,,tk,k,,k,k,k,k,k,"k,tk","k,kt",k,tk,k,k,k,k,"tk,k","k,tk",tk,k,tk,tk,k,k,tk,k,k,tk,k,k,k,k,k,k,tk,tk,tk,"tk,k","tk,k",k,tk,k,"tk,k",k,tk,tk,k,tk,tk,tk,k,tk,"tk,dk",k,tk,tk,tk,tk,k,tk,tk,tk,tk,tk,tk,tk,"k,tk",k,k,tk,tk,k,k,k,k,k,k,k,tk,tk,tk,k,tk,tk,tk,k,"k,tk",k,tk,tk,k,tk,k,tk,tk,tk,tk,k,k,tk,tk,tk,tk,k,tk,k,tk,tk
609,kp,kp,p,kp,kp,p,kp,kp,p,p,kp,kp,p,p,p,p,kp,p,kp,kp,p,kp,kp,kp,p,kp,kp,p,p,kp,kp,kp,kp,kp,kp,,,kp,p,k,kp,kp,kp,kp,"kp,p",p,p,p,kp,p,p,"kp,p",kp,kp,p,p,p,p,kp,,p,,p,"kp,p",kp,p,kp,kp,kp,p,kp,kp,kp,p,kp,p,k$p,kp,p,kp,kp,kp,kp,"kp,p",kp,kp,p,kp,kp,kp,gp,,kp,kp,p,p,kp,kp,kp,,kp,kp,kp,kp,kp,kp,p,kp,p,kp,p,p,gp,kp,kp,p,,kp,gp,,kp,kp,kp,gp,p,,kp,kp,p,p,p,kp,,,,,kp,,t,,,,kp,kp,kp
610,kt,kt,t,kt,t,t,kt,t,t,t,t,t,t,t,t,t,kt,t,t,t,t,kt,kt,kt,t,kt,t,t,t,t,t,kt,kt,kt,t,kt,,t,kt,t,kt,kt,t,kt,t,"t,gt",t,t,kt,t,t,t,kt,kt,t,t,kt,t,kt,,kt,,kt,"kt,t",kt,kt,kt,kt,t,t,kt,t,kt,t,kt,t,t,kt,t,kt,t,t,t,t,t,kt,kt,kt,gt,kt,gt,kt,kt,kt,kt,kt,gt,kt,kt,kt,kt,gt,kt,kt,kt,,,kt,t,kt,t,kt,gt,kt,kt,,,,kt,kt,kt,kt,kt,gt,kt,gt,kt,kt,kt,kt,kt,kt,t,,,,t,,,,,,kt,kt,kt
611,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k
612,sb,sb,sb,sp,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,"sb,tzb",sb,"tzb,sb",sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,Ʒb,sb,sb,sb,sb,sb,sb,,Ʒb,Ʒb,Ʒb,Ʒb,"Ʒb,sg",sb,tzb,zb,zb,sb,sb,sb,zb,sp,zb,sb,"sb,tsb",zb,zb,,sb,sb,sb,sb,tsb,sb,sb,sb,sb,sb,"tsb,tzb",sb,sb,sb,sp,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,tsb,zb,zb,tzb,,tsb,sb,zb,zb,tzb,tsb,"zb,sb",sb,sb,sb,"sb,zb","sb,tsb",sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb
613,,sp,,,"tzd,sd",,sd,sd,tzd,sd,sd,sd,sd,sd,sd,sd,,sd,,sd,tzd,tzd,sd,sd,,sd,sd,sd,sd,sd,sd,sd,sd,sd,tzd,tzd,,sd,,"tzd,zd",sd,tzd,sd,"Ʒd,sd","Ʒd,sd",Ʒd,"sd,Ʒd","tsd,sd",sd,"zd,tzd","zd,zt","sd,st",sd,sd,"sd,zd",sd,sd,sd,sd,zd,tzd,tsd,sd,sd,,"tzd,sd",tsd,tsd,sd,sd,sd,tsd,tsd,sd,sd,sd,sd,tsd,st,sd,sd,sd,sd,sd,,Ʒd,sd,Ʒd,Ʒd,,sd,sd,sd,sd,sd,"sd,tzd",sd,sd,sd,st,sd,sd,"st,sb",sd,sd,sd,sd,"st,sd","st,sd",sd,sd,sd,sd,sd,sd,sd,sd,sd,zt,sd,sd,sd,sd,sd,sd,sd,sd,sd,sd,sd,sd,sd,sd,sd,sd,sd,sd,sd,"tsd,sd",sd,sd,"tsd,sd",sd,sd,sd
614,,,sg,,,sg,,sg,sg,tzg,,,,sg,,,sg,zg,,tzg,,,sg,sg,sg,sg,sg,sg,sg,sg,"tzg,sg",sg,sg,sg,Ʒg,sg,sg,tzg,sg,sg,sg,tzg,sg,sg,Ʒg,Ʒg,sg,sg,sg,sg,sg,sk,sg,sg,sg,sg,tsg,"tsg,sg",sg,sg,sg,tsg,sg,sg,"tzg,tsg","zg,tzg",sg,sg,sg,sg,sg,tsg,tsg,sg,sg,sg,sk,tsg,sg,sg,sg,sg,sg,sg,Ʒg,Ʒg,sg,Ʒg,sg,Ʒg,sg,tzg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,tzg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,,sg,sg,sg
615,sb,,,sp,sb,sb,sb,sb,sb,sb,sb,sb,sb,"sb,tsb,tzb",sb,sb,"zb,sb","tzb,sb",sb,sb,tzb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,sb,Ʒb,sb,sb,sb,sb,"sb,Ʒb",sb,tzb,"Ʒb,sb",Ʒb,Ʒb,Ʒb,sb,sb,sb,"zb,zp","zb,zp","zb,zp","tzb,zb",zb,zb,zp,zb,"zb,tzb",zb,"tzb,zb",zb,tzb,zb,"sb,sp",tzb,"tzb,zb",zb,zb,"zb,zp",zp,zb,tzb,tzb,tzb,zb,tzb,zp,tzb,zb,zb,tzb,tzb,Ʒb,Ʒb,Ʒb,Ʒb,zb,zb,zb,zb,"zb,tzb",dzb,"tzb,zb",zb,tzb,Ʒb,"tzb,zb",zb,tzb,zb,tzb,tzb,tzb,tzb,zb,zb,zb,zb,zb,zb,zb,zb,zb,zb,"tzb,zb","tzb,zb",zb,zb,zb,"tzb,zb","tzb,zb",zb,zb,zb,zb,zb,zb,zb,zb,zb,"zb,tzb","tzb,zb",zb,zb,zb,zb,zb,zb,zb,"tzb,zb",zb,zb,zb,"tzb,zb",zb
616,,sb,sb,st,sd,sd,sd,sd,sd,,sd,sd,sd,sd,sd,tzd,sd,sd,sd,sd,sd,sd,,sd,sd,sd,sd,sd,sd,sd,sd,,sd,sd,tzd,sd,sd,sd,sd,,sd,sd,sd,sd,"tzd,sd",sd,sd,zd,zd,zt,"zd,zt",zd,zd,zd,zd,zt,zd,sd,sd,sd,sd,tzd,zd,sd,tzd,sd,sd,sd,sd,zt,sd,zd,tzd,zd,zd,zd,zd,zt,zt,zd,zd,zd,zd,zd,zd,zd,zd,Ʒd,zd,tzd,sdz,dzd,zd,dzd,zd,tzd,Ʒd,zd,zd,zd,zd,zd,"zd,tzd","zd,zt",zt,zd,zd,zd,"tzd,zt",zd,zd,zd,"zd,zt","zd,zt",tzd,zd,"zd,zt",sd,zt,sd,sd,zd,zd,"zd,zt",zt,zd,zd,"zd,zt","zd,tz",zd,zd,zd,zd,zd,zd,zd,zd,zd,zd,zd,zd,zd,zd,zd,zd
617,sg,,tzg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,tzg,,"tzg,sg",sg,sg,"tzg,sg",tzg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,sg,"tzg,Ʒg",sg,sg,sg,sg,tzg,sg,"tzg,sg",tzg,sg,"zg,tzg",zg,zg,sg,tzg,zg,zg,zg,sg,sg,zg,zg,zg,"tzg,zg",sg,sg,sg,tzg,tzg,sg,tzg,sg,zg,sg,sg,sg,sg,tzg,tzg,sg,sg,sg,"sg,sk",zk,sg,sg,sg,sg,sg,sg,zg,zg,zg,zg,zg,zg,zg,dzg,zg,zg,zg,tzg,tzg,zg,zg,zg,tzg,tzg,zg,zg,zg,zg,zg,zg,zg,zg,,zg,zg,zg,zg,zg,,zg,zg,zg,zg,zg,zg,zg,zg,zg,zg,zg,,,zg,zg,zg,zg,zg,zg,zg,zg,zg,zg,zg,zg,zg,zg,
618,l,,,l,l,sl,sl,l,l,l,l,l,"tl,l",l,,"tl,l",l,l,l,l,l,tl,"tl,l",l,l,tl,tl,l,"l,tl",l,l,l,l,l,l,tl,,tl,l,l,l,l,l,l,l,l,l,l,tl,l,l,"tl,l",tl,tl,l,l,l,l,l,l,l,tl,l,l,tl,tl,l,l,l,l,l,l,tl,l,l,"tl,l",l,l,l,l,l,l,l,l,l,l,l,l,"dl,l",tl,l,"tl,l",tl,dl,l,l,dl,tl,dl,dl,l,tl,tl,tl,l,l,l,tl,l,"l,tl",l,l,l,l,l,tl,l,tl,l,tl,"l,tl",l,l,l,l,l,l,l,l,l,tl,l,l,l,"l,tl",tl,"tl,l",l,l,l,l,tl,"tl,l","tl,l",
619,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,,sn,sn,sn,sn,sn,Ʒn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,sn,n,"n,sn",sn,"n,sn",zn,sn,"sn,n",sn,sn,sn,"sn,n","sn,n","sn,n","sn,n","sn,n",n,n,"n,sn",sn,n,"n,stn,sn","sn,n",sn,"sn,n","sn,n","sn,n","sn,n","n,sn","n,stn","n,sn","sn,n","sn,n",n,"n,sn","n,stn","sn,n","sn,n",sn,"sn,tn,n",n,"sn,n",n,n,n,"sn,tn,n","n,sn","sn,n","n,stn","n,sn","n,sn"
620,s,,s,s,s,s,s,,ts,ts,ts,s,,"ts,s",,,s,s,s,s,s,ts,s,s,s,s,ts,s,s,ts,s,s,s,s,s,s,ts,tz,s,s,s,s,s,z,tz,s,z,z,tz,tz,"z,tz",z,z,tz,z,tz,tz,tz,z,z,z,tz,z,z,tz,z,tz,tz,tz,z,z,z,ts,z,tz,z,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,z.tz,dz,z,"t.z,tz",tz,tz,tz,z,tz,tz,z,tz,tz,tz,tz,tz,tz,,tz,tz,tz,tz,tz,tz,z,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,"dz,tz",tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,
621,"s,sk",,s,s,s,s,s,ks,ks,,ks,s,,"ks,s",s,,ks,s,s,s,ks,ks,s,s,s,s,s,s,s,s,ks,"ks,s",s,s,"gs,ks",s,,ks,s,s,s,s,s,s,"ks,gs",s,z,kz,kz,tz,"kz,z",kz,kz,kz,z,tz,tz,kz,kz,kz,kz,kz,"z,tz",z,kz,kz,z,z,tz,z,z,z,ks,z,"z,kz","z,gz,kz",tz,"gz,kz",tz,"kz,tz",tz,kz,gz,tz,kz,"z,gz",kz,tz,kz,kz,z,kz,ktz,kz,tz,gz,kz,kz,kz,kz,kz,kz,kz,kz,tz,tz,tz,tz,kz,tz,kz,kz,tz,kz,kz,kz,"tz,gz",tz,kz,gz,kz,tz,kz,gz,tz,tz,tz,tz,tz,kz,kz,kz,ktz,ktz,ktz,ktz,ktz,ktz,ktz,ktz,ktz,ktz,ktz,ktz,
622,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,"sl,l",l,l,l,l,l,l,l,l,l,l,Ʒl,l,l,l,l,"Ʒl,l",l,l,l,zl,"zl,l",l,l,l,zl,l,l,"l,zl","l,zl",l,l,l,l,zl,l,l,l,zl,zl,zl,l,"zl,l",l,l,zl,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,zl,,l,zl,zl,l,zl,zl,,,l,l,l,"zl,l",l,l,l,"l,tl,zl",l,l,l,l,l,l,l,l,l,l,l,l,zl,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l,l
